LOCALISATION RELIEF;LOCALISATION WILAYA;LOCALISATION;LATITUDE;LONGITUDE;NOMBRE DE DEMANDES ENREGISTREES;NOMBRE PLACEMEBNT;NOMBRE POSTE ENREGISTRE
HAUTS PLATEAUX;BATNA;NGAOUS;35.556614;5.5932388;1357;202;219
HAUTS PLATEAUX;BATNA;MDOUKAL;35.127083;5.1640606;182;65;17
HAUTS PLATEAUX;BATNA;BENI FOUDHALA EL HAKANIA;35.39283;6.0467429;36;5;1
HAUTS PLATEAUX;BATNA;SEGGANA;35.32959;5.54073;162;33;80
HAUTS PLATEAUX;BATNA;OULED SELLAM;35.841187;5.793201;211;66;107
HAUTS PLATEAUX;BATNA;CHEMORA;35.625622;6.5996962;328;62;38
HAUTS PLATEAUX;BATNA;LEMCEN;35.531101;6.2375002;130;33;27
HAUTS PLATEAUX;BATNA;BITAM;35.140881;5.3520875;438;152;38
HAUTS PLATEAUX;BATNA;DJEZZAR;35.513893;5.3311653;293;113;44
HAUTS PLATEAUX;BATNA;THENIET EL ABED;35.25;6.1833329;355;61;45
HAUTS PLATEAUX;BATNA;DJERMA;35.685143;6.301343;95;45;104
HAUTS PLATEAUX;BATNA;AIN TOUTA;35.399109;5.9198389;2095;404;453
HAUTS PLATEAUX;BATNA;KSAR BELEZMA;35.706562;5.8775964;135;32;4
HAUTS PLATEAUX;BATNA;GOSBAT;35.639198;5.4568133;350;43;6
HAUTS PLATEAUX;BATNA;TALKHEMT;35.712669;5.7510476;423;106;17
HAUTS PLATEAUX;BATNA;BARIKA;35.384594;5.2893434;3873;1223;1745
HAUTS PLATEAUX;BATNA;OULED AOUF;35.450954;5.7510476;35;5;1
HAUTS PLATEAUX;BATNA;BATNA;35.56102;6.1739116;15348;4895;6764
HAUTS PLATEAUX;BATNA;ZANA EL BEIDA;35.803757;6.1102943;467;162;21
HAUTS PLATEAUX;BATNA;OULED SI SLIMANE;35.585903;5.6668305;283;35;15
HAUTS PLATEAUX;BATNA;BOUMAGUER;35.493061;5.551228;297;44;31
HAUTS PLATEAUX;BATNA;METKAOUAK;35.368748;5.183641;208;78;19
HAUTS PLATEAUX;BATNA;OUED TAGA;35.421288;6.3438783;294;41;14
HAUTS PLATEAUX;BATNA;TIGHANIMINE;35.195553;6.2694607;114;25;3
HAUTS PLATEAUX;BATNA;TILATOU;35.28194;5.6247668;125;40;54
HAUTS PLATEAUX;BATNA;OUED CHAABA;35.523838;6.0467429;318;121;124
HAUTS PLATEAUX;BATNA;INOUGHISSENE;35.268444;6.5463157;76;12;1
HAUTS PLATEAUX;BATNA;KIMMEL;34.97665;6.4716582;22;1;
HAUTS PLATEAUX;BATNA;SERIANA;35.691742;6.1739116;326;105;189
HAUTS PLATEAUX;BATNA;TAZOULT;35.513027;6.2588367;846;285;96
HAUTS PLATEAUX;BATNA;FESDIS;35.612785;6.2269764;232;114;277
HAUTS PLATEAUX;BATNA;HIDOUSSA;35.530128;5.9198389;33;1;2
HAUTS PLATEAUX;BATNA;TIMGAD;35.499508;6.5143089;268;88;116
HAUTS PLATEAUX;BATNA;OUED EL MA;35.656754;6.0044122;502;104;56
HAUTS PLATEAUX;BATNA;LARBAA;35.33445;6.1208925;1;;
HAUTS PLATEAUX;BATNA;OULED FADEL;35.533768;6.6851983;217;137;239
HAUTS PLATEAUX;BATNA;GHASSIRA;35.077755;6.2163596;80;11;7
HAUTS PLATEAUX;BATNA;GUIGBA;35.73196;5.5722299;179;42;6
HAUTS PLATEAUX;BATNA;RAHBAT;35.728043;5.656312;197;43;7
HAUTS PLATEAUX;BATNA;AIN YAGOUT;35.80888;6.4290361;280;159;339
HAUTS PLATEAUX;BATNA;RAS EL AIOUN;35.677021;5.5827336;749;107;78
HAUTS PLATEAUX;BATNA;BOULEHILET;35.753815;6.6424332;108;24;11
HAUTS PLATEAUX;BATNA;BOUMIA;35.717327;6.5143089;28;5;2
HAUTS PLATEAUX;BATNA;TIGHARGHAR;35.095665;5.9572368;50;13;7
HAUTS PLATEAUX;BATNA;CHIR;35.213562;6.1314926;146;30;4
HAUTS PLATEAUX;BATNA;TAXLENT;35.579903;5.793201;160;28;22
HAUTS PLATEAUX;BATNA;OULED AMMAR;35.477459;5.1640606;124;67;52
HAUTS PLATEAUX;BATNA;TKOUT;35.158825;6.3438783;275;56;69
HAUTS PLATEAUX;BATNA;EL HASSI;35.785248;5.9495659;291;137;14
HAUTS PLATEAUX;BATNA;MAAFA;35.269936;5.8775964;57;16;0
HAUTS PLATEAUX;BATNA;FOUM TOUB;35.368538;6.5143089;122;35;23
HAUTS PLATEAUX;BATNA;AIN DJASSER;35.83083;6.0044122;760;140;156
HAUTS PLATEAUX;BATNA;SEFIANE;35.425587;5.5932388;242;22;26
HAUTS PLATEAUX;BATNA;ARRIS;35.300537;6.354517;1015;193;454
HAUTS PLATEAUX;BATNA;ICHEMOUL;35.285667;6.4290361;339;41;29
HAUTS PLATEAUX;BATNA;MEROUANA;35.628773;5.9092755;1424;207;218
HAUTS PLATEAUX;BATNA;LAZROU;35.772163;6.301343;92;15;7
HAUTS PLATEAUX;BATNA;EL MADHER;35.637115;6.3864427;571;199;244
HAUTS PLATEAUX;BATNA;OUYOUN EL ASSAFIR;35.552204;6.3438783;187;55;46
HAUTS PLATEAUX;BATNA;MENAA;35.128059;6.0891032;253;60;67
HAUTS PLATEAUX;BATNA;BOUZINA;35.269894;6.0996976;400;106;36
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;COLLA;36.237415;4.6657028;330;125;4
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;EL MAIN;36.371986;4.7380171;60;17;4
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;EL EUCH;35.891777;4.6243749;651;318;17
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;KSOUR;35.99213;4.5956669;536;253;57
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;HASNAOUA;36.152069;4.7955346;568;253;5
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;EL ANSEUR;36.040539;4.8187308;732;374;37
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;EL HAMMADIA;35.983528;4.7795148;1332;680;148
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;OULED BRAHEM;35.873383;5.0806918;314;120;80
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;EL MHIR;36.118435;4.3895593;1135;269;232
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;AIN TAGHROUT;36.13213;5.1223607;610;225;103
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;SIDI EMBAREK;36.097466;4.9143238;538;287;213
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;GHILASSA;35.848083;4.9039426;409;165;
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;OULED DAHMANE;36.221489;4.770164;253;138;224
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;OULED SIDI BRAHIM;36.228992;4.3340554;150;30;8
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;RAS EL OUED;35.947029;5.0356951;1924;629;1065
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;BORDJ GHDIR;35.912479;4.9247074;1177;381;977
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;BORDJ ZEMOURA;36.261227;4.8831849;550;178;17
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;MEDJANA;36.134052;4.6714821;991;443;21
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;BORDJ BOU ARRERIDJ;36.070419;4.7564044;10805;4757;10848
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;RABTA;35.896591;4.7795148;489;256;7
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;TIXTER;36.045387;5.1223607;448;170;88
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;TAGLAIT;35.801147;4.9870491;121;33;1
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;EL ACHIR;36.06559;4.6243749;1105;560;524
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;BIR KASDALI;36.146339;5.0276623;666;232;81
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;HARAZA;36.166058;4.2538452;272;102;57
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;MANSOURA;36.137676;4.4387898;1349;515;319
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;BEN DAOUD;36.067387;4.141995;804;224;28
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;TESMART;36.264576;4.8002334;208;81;22
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;THENIET EL ANSEUR;36.1035;5.04;131;78;21
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;TAFREG;36.306698;4.711308;61;23;4
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;AIN TASSERA;36.036751;5.002327;490;246;192
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;DJAAFRA;36.292271;4.662837;293;109;59
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;BELIMOUR;35.967232;4.9143238;568;243;12
HAUTS PLATEAUX;BORDJ BOU ARRERIDJ;KHELIL;36.224049;4.9974461;873;455;175
HAUTS PLATEAUX;DJELFA;GUETTARA;33.161095;4.6850858;244;20;2
HAUTS PLATEAUX;DJELFA;ZAAFRANE;34.853977;2.8502302;404;6;1
HAUTS PLATEAUX;DJELFA;AMOURA;34.354725;3.869348;54;;
HAUTS PLATEAUX;DJELFA;FEIDH EL BOTMA;34.530487;3.7816093;381;8;9
HAUTS PLATEAUX;DJELFA;HASSI BAHBAH;35.078228;3.0275803;2942;165;211
HAUTS PLATEAUX;DJELFA;MLILIHA;34.756252;3.4813979;189;16;
HAUTS PLATEAUX;DJELFA;SIDI LAADJEL;35.435673;2.514842;574;12;20
HAUTS PLATEAUX;DJELFA;OUM LAADHAM;33.720612;4.5302143;166;;
HAUTS PLATEAUX;DJELFA;DOUIS;34.373924;2.706634;50;4;
HAUTS PLATEAUX;DJELFA;SIDI BAIZID;35.059242;3.432168;188;2;2
HAUTS PLATEAUX;DJELFA;AIN FEKKA;35.470245;3.5407908;214;31;20
HAUTS PLATEAUX;DJELFA;AIN EL IBEL;34.352528;3.2256856;1323;60;73
HAUTS PLATEAUX;DJELFA;BENI YAGOUB;34.466667;2.7833331;234;8;1
HAUTS PLATEAUX;DJELFA;BIRINE;35.62672;3.2231727;970;63;35
HAUTS PLATEAUX;DJELFA;BOUIRA LAHDAB;35.24292;3.1403255;227;29;30
HAUTS PLATEAUX;DJELFA;TADMIT;34.283333;2.9833331;646;51;74
HAUTS PLATEAUX;DJELFA;BENHAR;35.485939;3.0113165;212;60;157
HAUTS PLATEAUX;DJELFA;EL GUEDDID;34.691113;3.5986111;214;8;
HAUTS PLATEAUX;DJELFA;HAD SAHARY;35.352154;3.3615644;730;90;118
HAUTS PLATEAUX;DJELFA;DELDOUL;34.20805;3.2565715;153;15;27
HAUTS PLATEAUX;DJELFA;DJELFA;34.675171;3.2684214;11932;839;1179
HAUTS PLATEAUX;DJELFA;AIN MAABED;34.805691;3.1328011;528;29;53
HAUTS PLATEAUX;DJELFA;MOUADJEBAR;34.50658;3.4675076;458;32;20
HAUTS PLATEAUX;DJELFA;HASSI EL EUCH;35.154842;3.2533338;174;2;2
HAUTS PLATEAUX;DJELFA;MESSAAD;34.153667;3.4952919;3222;106;130
HAUTS PLATEAUX;DJELFA;AIN OUESSARA;35.454266;2.9076095;3470;296;366
HAUTS PLATEAUX;DJELFA;HASSI FDOUL;35.441456;2.2187476;562;63;100
HAUTS PLATEAUX;DJELFA;ZAKKAR;34.431622;3.3250413;68;2;3
HAUTS PLATEAUX;DJELFA;EL IDRISSIA;34.454849;2.524745;726;3;3
HAUTS PLATEAUX;DJELFA;GUERNINI;35.200367;2.6822357;21;7;1
HAUTS PLATEAUX;DJELFA;CHAREF;34.617687;2.8003917;477;20;3
HAUTS PLATEAUX;DJELFA;SED RAHAL;33.952408;3.2256856;451;8;
HAUTS PLATEAUX;DJELFA;DAR CHIOUKH;34.895367;3.4851868;745;20;
HAUTS PLATEAUX;DJELFA;SELMANA;34.176285;3.5991845;149;5;
HAUTS PLATEAUX;DJELFA;EL KHEMIS;35.159199;3.0350001;70;13;3
HAUTS PLATEAUX;DJELFA;AIN CHOUHADA;34.241329;2.522269;22;4;
HAUTS PLATEAUX;EL BAYADH;BREZINA;33.097805;1.2586654;825;67;39
HAUTS PLATEAUX;EL BAYADH;CHEGUIG;33.9445;1.42;96;;1
HAUTS PLATEAUX;EL BAYADH;EL KHEITHER;34.136482;7.0005096E-2;216;19;29
HAUTS PLATEAUX;EL BAYADH;BOUSSEMGHOUN;32.870491;0.0233208;132;7;4
HAUTS PLATEAUX;EL BAYADH;SIDI AMEUR;33.768593;1.4362206;323;4;4
HAUTS PLATEAUX;EL BAYADH;EL BAYADH;33.658138;1.0203224;5131;271;328
HAUTS PLATEAUX;EL BAYADH;BOUGTOUB;34.039047;9.1031604E-2;872;46;152
HAUTS PLATEAUX;EL BAYADH;TOUSMOULINE;33.647957;0.31132779;185;1;1
HAUTS PLATEAUX;EL BAYADH;SIDI SLIMANE;33.831879;1.7271179;58;8;13
HAUTS PLATEAUX;EL BAYADH;EL ABIODH SIDI CHEIKH;32.903156;0.53996313;1734;43;41
HAUTS PLATEAUX;EL BAYADH;AIN EL ORAK;33.408127;0.73902452;76;10;8
HAUTS PLATEAUX;EL BAYADH;EL MEHARA;33.313007;0.36424369;95;4;3
HAUTS PLATEAUX;EL BAYADH;ROGASSA;34.01889;0.92713672;241;5;14
HAUTS PLATEAUX;EL BAYADH;KRAKDA;33.189301;1.398;59;11;0
HAUTS PLATEAUX;EL BAYADH;STITTEN;33.834816;1.2506002;59;4;5
HAUTS PLATEAUX;EL BAYADH;EL BNOUD;32.311932;0.24440379;388;53;46
HAUTS PLATEAUX;EL BAYADH;KEF EL AHMAR;33.844997;0.64107722;428;28;18
HAUTS PLATEAUX;EL BAYADH;GHASSOUL;33.379307;1.2001181;193;14;
HAUTS PLATEAUX;EL BAYADH;HADJ MECHRI BOUALEM;33.728329;1.5329678;928;11;14
HAUTS PLATEAUX;EL BAYADH;ARBAOUAT;33.091602;0.58490241;218;4;7
HAUTS PLATEAUX;EL BAYADH;CHELLALA;33.03949;0.0606637;184;7;7
HAUTS PLATEAUX;EL BAYADH;SIDI TIFOUR;33.716667;1.683333;362;4;20
HAUTS PLATEAUX;KHENCHELA;REMILA;35.572159;6.8981085;474;32;86
HAUTS PLATEAUX;KHENCHELA;KAIS;35.492916;6.9262805;2069;205;220
HAUTS PLATEAUX;KHENCHELA;TAMZA;35.316666;6.833333;227;40;1
HAUTS PLATEAUX;KHENCHELA;EL HAMMA;35.46463;7.0848064;484;81;36
HAUTS PLATEAUX;KHENCHELA;TAOUZIANAT;35.262527;6.2176867;557;19;6
HAUTS PLATEAUX;KHENCHELA;MTOUSSA;35.600773;7.245059;224;16;4
HAUTS PLATEAUX;KHENCHELA;BABAR;35.168808;7.1009488;981;74;110
HAUTS PLATEAUX;KHENCHELA;EL MAHMAL;35.448441;7.1250095;925;75;43
HAUTS PLATEAUX;KHENCHELA;CHERCHAR;35.037258;7.0095263;1208;101;203
HAUTS PLATEAUX;KHENCHELA;AIN TOUILA;35.435944;7.381371;537;41;37
HAUTS PLATEAUX;KHENCHELA;BOUHMAMA;35.320282;6.7467227;281;9;18
HAUTS PLATEAUX;KHENCHELA;EL OUELDJA;34.915115;6.6831927;33;2;5
HAUTS PLATEAUX;KHENCHELA;DJELLAL;34.919189;6.8927436;119;5;
HAUTS PLATEAUX;KHENCHELA;YABOUS;35.411987;6.6437688;354;24;26
HAUTS PLATEAUX;KHENCHELA;OULED RECHACHE;35.29562;7.3524156;1381;72;92
HAUTS PLATEAUX;KHENCHELA;BAGHAI;35.521542;7.1130581;209;22;2
HAUTS PLATEAUX;KHENCHELA;KHIRANE;34.998611;6.7607751;293;25;4
HAUTS PLATEAUX;KHENCHELA;CHELIA;35.363468;6.7801847;241;4;1
HAUTS PLATEAUX;KHENCHELA;MSARA;35.238213;6.5743351;114;5;5
HAUTS PLATEAUX;KHENCHELA;ENSIGHA;35.395142;7.1419954;307;24;4
HAUTS PLATEAUX;KHENCHELA;KHENCHELA;35.430996;7.1467071;5150;733;1019
HAUTS PLATEAUX;M SILA;MAARIF;35.38018;4.2948885;534;114;28
HAUTS PLATEAUX;M SILA;EL HOUAMED;35.171566;4.603723;372;65;14
HAUTS PLATEAUX;M SILA;TAMSA;35.173393;3.9266503;556;20;5
HAUTS PLATEAUX;M SILA;ZERZOUR;35.052937;4.8313255;69;42;
HAUTS PLATEAUX;M SILA;AIN KHADRA;35.529865;4.9558697;480;131;19
HAUTS PLATEAUX;M SILA;OULED DERRADJ;35.62389;4.7898731;792;258;139
HAUTS PLATEAUX;M SILA;BELAIBA;35.57439;5.1953554;329;163;212
HAUTS PLATEAUX;M SILA;BENI ILMENE;35.954617;4.0899911;276;61;57
HAUTS PLATEAUX;M SILA;AIN EL MELH;34.847389;4.1649542;801;58;37
HAUTS PLATEAUX;M SILA;AIN EL HADJEL;35.613995;3.8451731;1189;162;210
HAUTS PLATEAUX;M SILA;MTARFA;35.717583;4.6243749;325;123;40
HAUTS PLATEAUX;M SILA;BOUTI SAYEH;35.642735;3.6217802;338;28;42
HAUTS PLATEAUX;M SILA;MENAA;35.045425;3.8044832;252;24;
HAUTS PLATEAUX;M SILA;BIR FODDA;34.821339;3.9266503;66;4;
HAUTS PLATEAUX;M SILA;OULED ADDI GUEBALA;35.707802;4.8728094;483;153;82
HAUTS PLATEAUX;M SILA;SLIM;34.912086;3.8451731;120;6;
HAUTS PLATEAUX;M SILA;AIN ERRICH;34.575138;4.0286779;436;7;13
HAUTS PLATEAUX;M SILA;BEN SROUR;34.995823;4.603723;655;113;122
HAUTS PLATEAUX;M SILA;OUENOUGHA;35.951809;4.171854;453;90;28
HAUTS PLATEAUX;M SILA;MAADID;35.799904;4.7484517;823;173;67
HAUTS PLATEAUX;M SILA;DJEBEL MESSAAD;35.010689;4.1923399;516;30;10
HAUTS PLATEAUX;M SILA;MSILA;35.677109;4.5418143;8003;1784;3126
HAUTS PLATEAUX;M SILA;OULED MANSOUR;35.72681;4.3770704;327;78;26
HAUTS PLATEAUX;M SILA;SOUMAA;35.586311;4.7239003;101;32;2
HAUTS PLATEAUX;M SILA;EL HAMEL;35.124081;4.0899911;458;70;44
HAUTS PLATEAUX;M SILA;OULED SIDI BRAHIM;35.342079;4.1309066;559;83;61
HAUTS PLATEAUX;M SILA;KHETTOUTI SED EL DJIR;35.687603;4.2538452;246;58;4
HAUTS PLATEAUX;M SILA;BENZOUH;35.474815;4.0899911;127;31;45
HAUTS PLATEAUX;M SILA;TARMOUNT;35.818378;4.2538452;391;76;10
HAUTS PLATEAUX;M SILA;MEDJEDEL;35.050396;3.6420479;752;49;14
HAUTS PLATEAUX;M SILA;SIDI HADJERES;35.716541;4.0134311;317;22;26
HAUTS PLATEAUX;M SILA;OULED SLIMANE;34.898174;4.8520637;38;4;
HAUTS PLATEAUX;M SILA;MCIF;35.340542;4.7691584;276;18;22
HAUTS PLATEAUX;M SILA;BOUSAADA;35.21027;4.1794667;5704;1172;1561
HAUTS PLATEAUX;M SILA;MAGRA;35.610241;5.1223607;980;364;500
HAUTS PLATEAUX;M SILA;CHELLAL;35.508507;4.3770704;297;40;36
HAUTS PLATEAUX;M SILA;SIDI MHAMED;34.764828;4.2948885;243;4;4
HAUTS PLATEAUX;M SILA;KHOUBANA;35.328915;4.5005808;446;95;95
HAUTS PLATEAUX;M SILA;DEHAHNA;35.734089;5.0286489;154;38;4
HAUTS PLATEAUX;M SILA;SIDI AMEUR;35.417831;3.8248241;1005;68;30
HAUTS PLATEAUX;M SILA;MOHAMED BOUDIAF;34.891163;4.4593792;286;9;5
HAUTS PLATEAUX;M SILA;BERHOUM;35.647766;5.0078449;595;200;285
HAUTS PLATEAUX;M SILA;OULTENE;35.117012;4.2948885;127;28;
HAUTS PLATEAUX;M SILA;AIN FARES;34.713299;4.5005808;56;1;1
HAUTS PLATEAUX;M SILA;SIDI AISSA;35.814777;3.7029002;2243;424;552
HAUTS PLATEAUX;M SILA;OULED MADHI;35.546135;4.5418143;210;47;0
HAUTS PLATEAUX;M SILA;HAMMAM DHALAA;35.944538;4.3919768;2274;677;685
HAUTS PLATEAUX;NAAMA;MECHRIA;33.544277;-0.27627069;3747;327;420
HAUTS PLATEAUX;NAAMA;MEKMEN BEN AMAR;33.718906;-0.72714788;658;38;80
HAUTS PLATEAUX;NAAMA;EL BIOD;33.760086;-0.12844039;107;22;190
HAUTS PLATEAUX;NAAMA;TIOUT;32.768227;-0.42665839;208;8;15
HAUTS PLATEAUX;NAAMA;KASDIR;33.713589;-1.375755;352;30;107
HAUTS PLATEAUX;NAAMA;NAAMA;33.168327;-0.3748354;1281;93;175
HAUTS PLATEAUX;NAAMA;DJENIEN BOUREZG;32.397903;-0.94384682;149;24;22
HAUTS PLATEAUX;NAAMA;MOGHRAR;32.516163;-0.57543731;212;11;19
HAUTS PLATEAUX;NAAMA;AIN BEN KHELIL;33.288551;-0.76304901;67;3;14
HAUTS PLATEAUX;NAAMA;ASLA;33.005699;-7.9348803E-2;103;7;7
HAUTS PLATEAUX;NAAMA;SFISSIFA;32.804615;-0.98206681;182;24;15
HAUTS PLATEAUX;NAAMA;AIN SEFRA;32.756332;-0.57780331;2251;237;339
HAUTS PLATEAUX;OUM EL BOUAGHI;EL BELALA;35.665348;7.7885375;150;19;6
HAUTS PLATEAUX;OUM EL BOUAGHI;AIN FAKROUN;35.97369;6.8708487;1115;162;60
HAUTS PLATEAUX;OUM EL BOUAGHI;OUM EL BOUAGHI;35.873055;7.1197867;3745;742;1532
HAUTS PLATEAUX;OUM EL BOUAGHI;BIR CHOUHADA;35.896626;6.2925057;241;47;18
HAUTS PLATEAUX;OUM EL BOUAGHI;EL AMIRIA;36.110176;6.9048319;204;33;3
HAUTS PLATEAUX;OUM EL BOUAGHI;DHALAA;35.458256;7.5490971;232;32;17
HAUTS PLATEAUX;OUM EL BOUAGHI;EL FEDJOUDJ BOUGHRARA SAOUDI;35.709167;6.821032;81;10;1
HAUTS PLATEAUX;OUM EL BOUAGHI;OULED ZOUAI;35.847733;6.5143089;66;19;2
HAUTS PLATEAUX;OUM EL BOUAGHI;REHIA;35.763443;7.6453171;119;31;41
HAUTS PLATEAUX;OUM EL BOUAGHI;AIN ZITOUN;35.684265;6.9356742;174;35;15
HAUTS PLATEAUX;OUM EL BOUAGHI;SIGUS;36.093685;6.7708139;866;150;113
HAUTS PLATEAUX;OUM EL BOUAGHI;MESKIANA;35.632828;7.6710887;984;126;217
HAUTS PLATEAUX;OUM EL BOUAGHI;AIN MLILA;36.018951;6.5569882;3617;1110;1909
HAUTS PLATEAUX;OUM EL BOUAGHI;AIN BABOUCHE;35.942539;7.1817198;581;107;7
HAUTS PLATEAUX;OUM EL BOUAGHI;EL DJEZIA;35.663551;7.5071273;131;17;3
HAUTS PLATEAUX;OUM EL BOUAGHI;BEHIR CHERGUI;35.794018;7.7185879;64;6;2
HAUTS PLATEAUX;OUM EL BOUAGHI;SOUK NAAMANE;35.941422;6.3864427;918;232;45
HAUTS PLATEAUX;OUM EL BOUAGHI;KSAR SBAHI;36.084129;7.2571945;378;75;36
HAUTS PLATEAUX;OUM EL BOUAGHI;OUED NINI;35.570076;7.3476048;115;11;2
HAUTS PLATEAUX;OUM EL BOUAGHI;FKIRINA;35.664051;7.3003602;409;87;9
HAUTS PLATEAUX;OUM EL BOUAGHI;AIN KERCHA;35.930283;6.690546;863;254;80
HAUTS PLATEAUX;OUM EL BOUAGHI;EL HARMILIA;35.924572;6.6223965;288;131;14
HAUTS PLATEAUX;OUM EL BOUAGHI;HANCHIR TOUMGHANI;35.935574;6.7413707;283;63;14
HAUTS PLATEAUX;OUM EL BOUAGHI;OULED GACEM;36.062653;6.6362071;217;93;491
HAUTS PLATEAUX;OUM EL BOUAGHI;BERRICHE;35.914497;7.375967;433;93;23
HAUTS PLATEAUX;OUM EL BOUAGHI;AIN DISS;36.261902;7.3679228;65;12;1
HAUTS PLATEAUX;OUM EL BOUAGHI;AIN BEIDA;35.798134;7.3921733;4232;666;898
HAUTS PLATEAUX;OUM EL BOUAGHI;EL ZORG;35.720901;7.9074001;62;14;18
HAUTS PLATEAUX;OUM EL BOUAGHI;OULED HAMLA;36.066914;6.4716582;523;226;137
HAUTS PLATEAUX;SAIDA;AIN SOLTANE;34.967808;0.30344999;430;44;18
HAUTS PLATEAUX;SAIDA;AIN EL HADJAR;34.757408;0.15418001;1319;143;196
HAUTS PLATEAUX;SAIDA;SIDI AHMED;34.549793;0.259657;331;35;23
HAUTS PLATEAUX;SAIDA;EL HASSASNA;34.826096;0.33013421;713;82;100
HAUTS PLATEAUX;SAIDA;MOULAY LARBI;34.6497;0.0116586;303;21;8
HAUTS PLATEAUX;SAIDA;MAAMORA;34.681866;0.49979731;195;17;7
HAUTS PLATEAUX;SAIDA;YOUB;34.920162;-0.20805471;626;55;95
HAUTS PLATEAUX;SAIDA;AIN SKHOUNA;34.504444;0.8441667;295;5;11
